,unit,ts,qty
97,3d13d40ab9cc87f8023f02d6c8b4382e,2021-06-07,0.0
6,fa11a19e00a3de89ca428decde774cf1,2021-03-08,1379.2415364583344
13,fa11a19e00a3de89ca428decde774cf1,2021-03-15,0.0
20,fa11a19e00a3de89ca428decde774cf1,2021-03-22,0.0
27,fa11a19e00a3de89ca428decde774cf1,2021-03-29,0.0
34,fa11a19e00a3de89ca428decde774cf1,2021-04-05,0.0
41,fa11a19e00a3de89ca428decde774cf1,2021-04-12,0.0
48,fa11a19e00a3de89ca428decde774cf1,2021-04-19,1035.9803602430568
55,fa11a19e00a3de89ca428decde774cf1,2021-04-26,2916.07367621528
62,fa11a19e00a3de89ca428decde774cf1,2021-05-03,0.0
69,fa11a19e00a3de89ca428decde774cf1,2021-05-10,0.0
76,fa11a19e00a3de89ca428decde774cf1,2021-05-17,0.0
83,fa11a19e00a3de89ca428decde774cf1,2021-05-24,0.0
90,fa11a19e00a3de89ca428decde774cf1,2021-05-31,0.0
97,fa11a19e00a3de89ca428decde774cf1,2021-06-07,0.0
6,e8ed729619cfd16caf00e2d5e52044ba,2021-03-08,12.064236111111398
13,e8ed729619cfd16caf00e2d5e52044ba,2021-03-15,0.0
20,e8ed729619cfd16caf00e2d5e52044ba,2021-03-22,0.0
27,e8ed729619cfd16caf00e2d5e52044ba,2021-03-29,0.0
34,e8ed729619cfd16caf00e2d5e52044ba,2021-04-05,0.0
41,e8ed729619cfd16caf00e2d5e52044ba,2021-04-12,0.0
48,e8ed729619cfd16caf00e2d5e52044ba,2021-04-19,0.0
55,e8ed729619cfd16caf00e2d5e52044ba,2021-04-26,0.0
62,e8ed729619cfd16caf00e2d5e52044ba,2021-05-03,0.0
69,e8ed729619cfd16caf00e2d5e52044ba,2021-05-10,0.0
76,e8ed729619cfd16caf00e2d5e52044ba,2021-05-17,0.0
83,e8ed729619cfd16caf00e2d5e52044ba,2021-05-24,0.0
90,e8ed729619cfd16caf00e2d5e52044ba,2021-05-31,0.0
97,e8ed729619cfd16caf00e2d5e52044ba,2021-06-07,0.0
6,2b01020c1209925c4859f9d994675f86,2021-03-08,65.22243923610722
13,2b01020c1209925c4859f9d994675f86,2021-03-15,0.0
20,2b01020c1209925c4859f9d994675f86,2021-03-22,26.11328125000955
27,2b01020c1209925c4859f9d994675f86,2021-03-29,3153.7017144097126
34,2b01020c1209925c4859f9d994675f86,2021-04-05,34.86219618055566
41,2b01020c1209925c4859f9d994675f86,2021-04-12,0.0
48,2b01020c1209925c4859f9d994675f86,2021-04-19,0.0
55,2b01020c1209925c4859f9d994675f86,2021-04-26,0.0
62,2b01020c1209925c4859f9d994675f86,2021-05-03,0.0
69,2b01020c1209925c4859f9d994675f86,2021-05-10,0.0
76,2b01020c1209925c4859f9d994675f86,2021-05-17,0.0
83,2b01020c1209925c4859f9d994675f86,2021-05-24,0.0
90,2b01020c1209925c4859f9d994675f86,2021-05-31,0.0
97,2b01020c1209925c4859f9d994675f86,2021-06-07,0.0
6,2e6f00d19809792174456f93f62d8ca2,2021-03-08,1907.6002604166952
13,2e6f00d19809792174456f93f62d8ca2,2021-03-15,0.0
20,2e6f00d19809792174456f93f62d8ca2,2021-03-22,2690.5822482638596
27,2e6f00d19809792174456f93f62d8ca2,2021-03-29,36.34114583333394
34,2e6f00d19809792174456f93f62d8ca2,2021-04-05,0.0
41,2e6f00d19809792174456f93f62d8ca2,2021-04-12,0.0
48,2e6f00d19809792174456f93f62d8ca2,2021-04-19,881.9379340277628
55,2e6f00d19809792174456f93f62d8ca2,2021-04-26,518.2194010416679
62,2e6f00d19809792174456f93f62d8ca2,2021-05-03,0.0
69,2e6f00d19809792174456f93f62d8ca2,2021-05-10,0.0
76,2e6f00d19809792174456f93f62d8ca2,2021-05-17,0.0
83,2e6f00d19809792174456f93f62d8ca2,2021-05-24,0.0
90,2e6f00d19809792174456f93f62d8ca2,2021-05-31,0.0
97,2e6f00d19809792174456f93f62d8ca2,2021-06-07,0.0
6,2dcd0655535062bee700e6d5386ca371,2021-03-08,41.6666666666668
13,2dcd0655535062bee700e6d5386ca371,2021-03-15,0.0
20,2dcd0655535062bee700e6d5386ca371,2021-03-22,0.0
27,2dcd0655535062bee700e6d5386ca371,2021-03-29,0.0
34,2dcd0655535062bee700e6d5386ca371,2021-04-05,0.0
41,2dcd0655535062bee700e6d5386ca371,2021-04-12,8.000000000000028
48,2dcd0655535062bee700e6d5386ca371,2021-04-19,1.6666666666666572
55,2dcd0655535062bee700e6d5386ca371,2021-04-26,0.0
62,2dcd0655535062bee700e6d5386ca371,2021-05-03,0.0
69,2dcd0655535062bee700e6d5386ca371,2021-05-10,0.0
76,2dcd0655535062bee700e6d5386ca371,2021-05-17,0.0
83,2dcd0655535062bee700e6d5386ca371,2021-05-24,0.0
90,2dcd0655535062bee700e6d5386ca371,2021-05-31,0.0
97,2dcd0655535062bee700e6d5386ca371,2021-06-07,0.0
6,b79bb5dc4e9b3cf072341b09677ec5c7,2021-03-08,705.9700520833376
13,b79bb5dc4e9b3cf072341b09677ec5c7,2021-03-15,1580.961371527772
20,b79bb5dc4e9b3cf072341b09677ec5c7,2021-03-22,0.0
27,b79bb5dc4e9b3cf072341b09677ec5c7,2021-03-29,1780.5322265625
34,b79bb5dc4e9b3cf072341b09677ec5c7,2021-04-05,18.50423177083303
41,b79bb5dc4e9b3cf072341b09677ec5c7,2021-04-12,0.0
48,b79bb5dc4e9b3cf072341b09677ec5c7,2021-04-19,3173.185221354167
55,b79bb5dc4e9b3cf072341b09677ec5c7,2021-04-26,19103.068576388887
62,b79bb5dc4e9b3cf072341b09677ec5c7,2021-05-03,0.0
69,b79bb5dc4e9b3cf072341b09677ec5c7,2021-05-10,0.0
76,b79bb5dc4e9b3cf072341b09677ec5c7,2021-05-17,0.0
83,b79bb5dc4e9b3cf072341b09677ec5c7,2021-05-24,0.0
90,b79bb5dc4e9b3cf072341b09677ec5c7,2021-05-31,0.0
97,b79bb5dc4e9b3cf072341b09677ec5c7,2021-06-07,0.0
6,f21e72d18d73783d0e10d422d15f7195,2021-03-08,0.3671875
13,f21e72d18d73783d0e10d422d15f7195,2021-03-15,0.0
20,f21e72d18d73783d0e10d422d15f7195,2021-03-22,0.0
27,f21e72d18d73783d0e10d422d15f7195,2021-03-29,0.0
34,f21e72d18d73783d0e10d422d15f7195,2021-04-05,6.445312500000009
41,f21e72d18d73783d0e10d422d15f7195,2021-04-12,0.0
48,f21e72d18d73783d0e10d422d15f7195,2021-04-19,0.0
55,f21e72d18d73783d0e10d422d15f7195,2021-04-26,0.0
62,f21e72d18d73783d0e10d422d15f7195,2021-05-03,0.0
69,f21e72d18d73783d0e10d422d15f7195,2021-05-10,5.631510416666682
76,f21e72d18d73783d0e10d422d15f7195,2021-05-17,0.0651041666666643
83,f21e72d18d73783d0e10d422d15f7195,2021-05-24,0.0
90,f21e72d18d73783d0e10d422d15f7195,2021-05-31,0.0
97,f21e72d18d73783d0e10d422d15f7195,2021-06-07,0.0
6,917c3e1796ec1a2f20a7d13e718f194a,2021-03-08,1.999999999998181
13,917c3e1796ec1a2f20a7d13e718f194a,2021-03-15,139.33333333333076
20,917c3e1796ec1a2f20a7d13e718f194a,2021-03-22,21.833333333333513
27,917c3e1796ec1a2f20a7d13e718f194a,2021-03-29,0.0
34,917c3e1796ec1a2f20a7d13e718f194a,2021-04-05,0.0
41,917c3e1796ec1a2f20a7d13e718f194a,2021-04-12,0.0
48,917c3e1796ec1a2f20a7d13e718f194a,2021-04-19,0.0
55,917c3e1796ec1a2f20a7d13e718f194a,2021-04-26,4.999999999999972
62,917c3e1796ec1a2f20a7d13e718f194a,2021-05-03,0.0
69,917c3e1796ec1a2f20a7d13e718f194a,2021-05-10,0.0
76,917c3e1796ec1a2f20a7d13e718f194a,2021-05-17,0.0
83,917c3e1796ec1a2f20a7d13e718f194a,2021-05-24,0.0
90,917c3e1796ec1a2f20a7d13e718f194a,2021-05-31,0.0
97,917c3e1796ec1a2f20a7d13e718f194a,2021-06-07,0.0
6,079aed4672575724e520639bb397007a,2021-03-08,186.6050347222208
13,079aed4672575724e520639bb397007a,2021-03-15,0.0
20,079aed4672575724e520639bb397007a,2021-03-22,0.0
27,079aed4672575724e520639bb397007a,2021-03-29,0.0
34,079aed4672575724e520639bb397007a,2021-04-05,0.0
41,079aed4672575724e520639bb397007a,2021-04-12,0.0
48,079aed4672575724e520639bb397007a,2021-04-19,164.42165798611336
55,079aed4672575724e520639bb397007a,2021-04-26,9.054361979166856
62,079aed4672575724e520639bb397007a,2021-05-03,0.0
69,079aed4672575724e520639bb397007a,2021-05-10,0.0
76,079aed4672575724e520639bb397007a,2021-05-17,0.0
83,079aed4672575724e520639bb397007a,2021-05-24,0.0
90,079aed4672575724e520639bb397007a,2021-05-31,337.5987413194449
97,079aed4672575724e520639bb397007a,2021-06-07,0.0
6,3c83ccd917df2d689c5cede33bdfee95,2021-03-08,236.41666666666674
13,3c83ccd917df2d689c5cede33bdfee95,2021-03-15,0.0
20,3c83ccd917df2d689c5cede33bdfee95,2021-03-22,0.0
27,3c83ccd917df2d689c5cede33bdfee95,2021-03-29,0.0
34,3c83ccd917df2d689c5cede33bdfee95,2021-04-05,0.0
41,3c83ccd917df2d689c5cede33bdfee95,2021-04-12,0.0
48,3c83ccd917df2d689c5cede33bdfee95,2021-04-19,0.0
55,3c83ccd917df2d689c5cede33bdfee95,2021-04-26,0.0
62,3c83ccd917df2d689c5cede33bdfee95,2021-05-03,0.0
69,3c83ccd917df2d689c5cede33bdfee95,2021-05-10,0.0
76,3c83ccd917df2d689c5cede33bdfee95,2021-05-17,0.0
83,3c83ccd917df2d689c5cede33bdfee95,2021-05-24,0.0
90,3c83ccd917df2d689c5cede33bdfee95,2021-05-31,0.0
97,3c83ccd917df2d689c5cede33bdfee95,2021-06-07,0.0
6,1d428eb28a7eace21912aa6a9f0c677e,2021-03-08,1929.8963758680497
13,1d428eb28a7eace21912aa6a9f0c677e,2021-03-15,0.0
20,1d428eb28a7eace21912aa6a9f0c677e,2021-03-22,0.0
27,1d428eb28a7eace21912aa6a9f0c677e,2021-03-29,0.0
34,1d428eb28a7eace21912aa6a9f0c677e,2021-04-05,0.0
41,1d428eb28a7eace21912aa6a9f0c677e,2021-04-12,0.0
48,1d428eb28a7eace21912aa6a9f0c677e,2021-04-19,0.0
55,1d428eb28a7eace21912aa6a9f0c677e,2021-04-26,0.0
62,1d428eb28a7eace21912aa6a9f0c677e,2021-05-03,0.0
69,1d428eb28a7eace21912aa6a9f0c677e,2021-05-10,0.0
76,1d428eb28a7eace21912aa6a9f0c677e,2021-05-17,0.0
83,1d428eb28a7eace21912aa6a9f0c677e,2021-05-24,0.0
90,1d428eb28a7eace21912aa6a9f0c677e,2021-05-31,2205.154079861126
97,1d428eb28a7eace21912aa6a9f0c677e,2021-06-07,480.5609809027778
6,0662f0faaef48b4a199d63a1df66d92c,2021-03-08,191.3333333333312
13,0662f0faaef48b4a199d63a1df66d92c,2021-03-15,0.0
20,0662f0faaef48b4a199d63a1df66d92c,2021-03-22,0.0
27,0662f0faaef48b4a199d63a1df66d92c,2021-03-29,0.0
34,0662f0faaef48b4a199d63a1df66d92c,2021-04-05,0.0
41,0662f0faaef48b4a199d63a1df66d92c,2021-04-12,0.0
48,0662f0faaef48b4a199d63a1df66d92c,2021-04-19,24.666666666666742
55,0662f0faaef48b4a199d63a1df66d92c,2021-04-26,0.0
62,0662f0faaef48b4a199d63a1df66d92c,2021-05-03,0.0
69,0662f0faaef48b4a199d63a1df66d92c,2021-05-10,0.0
76,0662f0faaef48b4a199d63a1df66d92c,2021-05-17,0.0
83,0662f0faaef48b4a199d63a1df66d92c,2021-05-24,0.0
90,0662f0faaef48b4a199d63a1df66d92c,2021-05-31,0.0
97,0662f0faaef48b4a199d63a1df66d92c,2021-06-07,0.0
6,cf145dab4a38ce47ab4d23d5b68f7ab6,2021-03-08,0.0
13,cf145dab4a38ce47ab4d23d5b68f7ab6,2021-03-15,0.0
20,cf145dab4a38ce47ab4d23d5b68f7ab6,2021-03-22,63.66666666666765
27,cf145dab4a38ce47ab4d23d5b68f7ab6,2021-03-29,6.833333333333599
34,cf145dab4a38ce47ab4d23d5b68f7ab6,2021-04-05,12.999999999995111
41,cf145dab4a38ce47ab4d23d5b68f7ab6,2021-04-12,17.166666666666515
48,cf145dab4a38ce47ab4d23d5b68f7ab6,2021-04-19,34.333333333335986
55,cf145dab4a38ce47ab4d23d5b68f7ab6,2021-04-26,11737.83333333333
62,cf145dab4a38ce47ab4d23d5b68f7ab6,2021-05-03,12.000000000001819
69,cf145dab4a38ce47ab4d23d5b68f7ab6,2021-05-10,0.0
76,cf145dab4a38ce47ab4d23d5b68f7ab6,2021-05-17,0.0
83,cf145dab4a38ce47ab4d23d5b68f7ab6,2021-05-24,0.0
90,cf145dab4a38ce47ab4d23d5b68f7ab6,2021-05-31,0.0
97,cf145dab4a38ce47ab4d23d5b68f7ab6,2021-06-07,0.0
6,4a4beb5b95d4c002799f865d910b5071,2021-03-08,6.31445312499979
13,4a4beb5b95d4c002799f865d910b5071,2021-03-15,0.0
20,4a4beb5b95d4c002799f865d910b5071,2021-03-22,0.0
27,4a4beb5b95d4c002799f865d910b5071,2021-03-29,4.959852430555809
34,4a4beb5b95d4c002799f865d910b5071,2021-04-05,0.3624131944444393
41,4a4beb5b95d4c002799f865d910b5071,2021-04-12,0.0
48,4a4beb5b95d4c002799f865d910b5071,2021-04-19,90.4155815972222
55,4a4beb5b95d4c002799f865d910b5071,2021-04-26,1797.6920572916677
62,4a4beb5b95d4c002799f865d910b5071,2021-05-03,0.0
69,4a4beb5b95d4c002799f865d910b5071,2021-05-10,0.0
76,4a4beb5b95d4c002799f865d910b5071,2021-05-17,0.0
83,4a4beb5b95d4c002799f865d910b5071,2021-05-24,1673.3213975694437
90,4a4beb5b95d4c002799f865d910b5071,2021-05-31,354.92947048610995
97,4a4beb5b95d4c002799f865d910b5071,2021-06-07,0.0
6,0aeba1bc4ff6c29e79c74716d6acd9a3,2021-03-08,32.649739583333286
13,0aeba1bc4ff6c29e79c74716d6acd9a3,2021-03-15,0.0
20,0aeba1bc4ff6c29e79c74716d6acd9a3,2021-03-22,0.0
27,0aeba1bc4ff6c29e79c74716d6acd9a3,2021-03-29,0.0
34,0aeba1bc4ff6c29e79c74716d6acd9a3,2021-04-05,0.0
41,0aeba1bc4ff6c29e79c74716d6acd9a3,2021-04-12,0.0
48,0aeba1bc4ff6c29e79c74716d6acd9a3,2021-04-19,0.0
55,0aeba1bc4ff6c29e79c74716d6acd9a3,2021-04-26,0.0
62,0aeba1bc4ff6c29e79c74716d6acd9a3,2021-05-03,0.0
69,0aeba1bc4ff6c29e79c74716d6acd9a3,2021-05-10,0.0
76,0aeba1bc4ff6c29e79c74716d6acd9a3,2021-05-17,0.0
83,0aeba1bc4ff6c29e79c74716d6acd9a3,2021-05-24,0.0
90,0aeba1bc4ff6c29e79c74716d6acd9a3,2021-05-31,0.0
97,0aeba1bc4ff6c29e79c74716d6acd9a3,2021-06-07,0.0
6,8c92bb6c371825f31d7ee6f393b97c7e,2021-03-08,821.3333333333344
13,8c92bb6c371825f31d7ee6f393b97c7e,2021-03-15,0.0
20,8c92bb6c371825f31d7ee6f393b97c7e,2021-03-22,0.0
27,8c92bb6c371825f31d7ee6f393b97c7e,2021-03-29,0.0
34,8c92bb6c371825f31d7ee6f393b97c7e,2021-04-05,0.0
41,8c92bb6c371825f31d7ee6f393b97c7e,2021-04-12,0.0
48,8c92bb6c371825f31d7ee6f393b97c7e,2021-04-19,0.0
55,8c92bb6c371825f31d7ee6f393b97c7e,2021-04-26,0.0
62,8c92bb6c371825f31d7ee6f393b97c7e,2021-05-03,0.0
69,8c92bb6c371825f31d7ee6f393b97c7e,2021-05-10,1581.3333333333283
76,8c92bb6c371825f31d7ee6f393b97c7e,2021-05-17,12.333333333333485
83,8c92bb6c371825f31d7ee6f393b97c7e,2021-05-24,0.0
90,8c92bb6c371825f31d7ee6f393b97c7e,2021-05-31,0.0
97,8c92bb6c371825f31d7ee6f393b97c7e,2021-06-07,0.0
6,d49345970184e153147095005e6ce491,2021-03-08,49.33333333333326
13,d49345970184e153147095005e6ce491,2021-03-15,0.0
20,d49345970184e153147095005e6ce491,2021-03-22,136.99999999999955
27,d49345970184e153147095005e6ce491,2021-03-29,0.0
34,d49345970184e153147095005e6ce491,2021-04-05,0.0
41,d49345970184e153147095005e6ce491,2021-04-12,0.0
48,d49345970184e153147095005e6ce491,2021-04-19,0.0
55,d49345970184e153147095005e6ce491,2021-04-26,0.0
62,d49345970184e153147095005e6ce491,2021-05-03,0.0
69,d49345970184e153147095005e6ce491,2021-05-10,0.0
76,d49345970184e153147095005e6ce491,2021-05-17,0.0
83,d49345970184e153147095005e6ce491,2021-05-24,7186.16666666667
90,d49345970184e153147095005e6ce491,2021-05-31,0.0
97,d49345970184e153147095005e6ce491,2021-06-07,0.0
6,d2fb8ee0618b62fbc44f7cae7b5ea679,2021-03-08,0.0
13,d2fb8ee0618b62fbc44f7cae7b5ea679,2021-03-15,0.0
20,d2fb8ee0618b62fbc44f7cae7b5ea679,2021-03-22,0.0
27,d2fb8ee0618b62fbc44f7cae7b5ea679,2021-03-29,0.0
34,d2fb8ee0618b62fbc44f7cae7b5ea679,2021-04-05,0.0
41,d2fb8ee0618b62fbc44f7cae7b5ea679,2021-04-12,0.0
48,d2fb8ee0618b62fbc44f7cae7b5ea679,2021-04-19,0.0
55,d2fb8ee0618b62fbc44f7cae7b5ea679,2021-04-26,0.0
62,d2fb8ee0618b62fbc44f7cae7b5ea679,2021-05-03,0.0
69,d2fb8ee0618b62fbc44f7cae7b5ea679,2021-05-10,0.0
76,d2fb8ee0618b62fbc44f7cae7b5ea679,2021-05-17,0.0
83,d2fb8ee0618b62fbc44f7cae7b5ea679,2021-05-24,0.0
90,d2fb8ee0618b62fbc44f7cae7b5ea679,2021-05-31,0.0
97,d2fb8ee0618b62fbc44f7cae7b5ea679,2021-06-07,0.0
6,3e45754fcc9e94bdf34e696811577715,2021-03-08,275.2940538194448
13,3e45754fcc9e94bdf34e696811577715,2021-03-15,0.0
20,3e45754fcc9e94bdf34e696811577715,2021-03-22,0.0
27,3e45754fcc9e94bdf34e696811577715,2021-03-29,0.0
34,3e45754fcc9e94bdf34e696811577715,2021-04-05,0.0
41,3e45754fcc9e94bdf34e696811577715,2021-04-12,0.0
48,3e45754fcc9e94bdf34e696811577715,2021-04-19,315.8957248263903
55,3e45754fcc9e94bdf34e696811577715,2021-04-26,2677.8976779513873
62,3e45754fcc9e94bdf34e696811577715,2021-05-03,0.0
69,3e45754fcc9e94bdf34e696811577715,2021-05-10,0.0
76,3e45754fcc9e94bdf34e696811577715,2021-05-17,0.0
83,3e45754fcc9e94bdf34e696811577715,2021-05-24,0.0
90,3e45754fcc9e94bdf34e696811577715,2021-05-31,0.0
97,3e45754fcc9e94bdf34e696811577715,2021-06-07,0.0
6,7633a2c49cf0233f37d32174de6c7e80,2021-03-08,191.3333333333344
13,7633a2c49cf0233f37d32174de6c7e80,2021-03-15,289.3333333333344
20,7633a2c49cf0233f37d32174de6c7e80,2021-03-22,7.000000000000114
27,7633a2c49cf0233f37d32174de6c7e80,2021-03-29,0.0
34,7633a2c49cf0233f37d32174de6c7e80,2021-04-05,0.0
41,7633a2c49cf0233f37d32174de6c7e80,2021-04-12,0.0
48,7633a2c49cf0233f37d32174de6c7e80,2021-04-19,0.0
55,7633a2c49cf0233f37d32174de6c7e80,2021-04-26,0.0
62,7633a2c49cf0233f37d32174de6c7e80,2021-05-03,0.0
69,7633a2c49cf0233f37d32174de6c7e80,2021-05-10,0.0
76,7633a2c49cf0233f37d32174de6c7e80,2021-05-17,0.0
83,7633a2c49cf0233f37d32174de6c7e80,2021-05-24,0.0
90,7633a2c49cf0233f37d32174de6c7e80,2021-05-31,0.0
97,7633a2c49cf0233f37d32174de6c7e80,2021-06-07,0.0
6,1552b6a3659c399fcdb2962ddc2c64a1,2021-03-08,0.0
13,1552b6a3659c399fcdb2962ddc2c64a1,2021-03-15,0.0
20,1552b6a3659c399fcdb2962ddc2c64a1,2021-03-22,0.0
27,1552b6a3659c399fcdb2962ddc2c64a1,2021-03-29,7.951822916669416
34,1552b6a3659c399fcdb2962ddc2c64a1,2021-04-05,0.0
41,1552b6a3659c399fcdb2962ddc2c64a1,2021-04-12,0.0
48,1552b6a3659c399fcdb2962ddc2c64a1,2021-04-19,0.0
55,1552b6a3659c399fcdb2962ddc2c64a1,2021-04-26,1.4105902777737906
62,1552b6a3659c399fcdb2962ddc2c64a1,2021-05-03,0.0
69,1552b6a3659c399fcdb2962ddc2c64a1,2021-05-10,0.0
76,1552b6a3659c399fcdb2962ddc2c64a1,2021-05-17,0.0
83,1552b6a3659c399fcdb2962ddc2c64a1,2021-05-24,0.0
90,1552b6a3659c399fcdb2962ddc2c64a1,2021-05-31,0.0
97,1552b6a3659c399fcdb2962ddc2c64a1,2021-06-07,0.0
6,70cf38eb21b8ac7625b015d45bd694bf,2021-03-08,142.08333333333326
13,70cf38eb21b8ac7625b015d45bd694bf,2021-03-15,3.333333333333343
20,70cf38eb21b8ac7625b015d45bd694bf,2021-03-22,0.0
27,70cf38eb21b8ac7625b015d45bd694bf,2021-03-29,0.0
34,70cf38eb21b8ac7625b015d45bd694bf,2021-04-05,0.0
41,70cf38eb21b8ac7625b015d45bd694bf,2021-04-12,0.0
48,70cf38eb21b8ac7625b015d45bd694bf,2021-04-19,0.0
55,70cf38eb21b8ac7625b015d45bd694bf,2021-04-26,0.0
62,70cf38eb21b8ac7625b015d45bd694bf,2021-05-03,0.0
69,70cf38eb21b8ac7625b015d45bd694bf,2021-05-10,0.0
76,70cf38eb21b8ac7625b015d45bd694bf,2021-05-17,0.0
83,70cf38eb21b8ac7625b015d45bd694bf,2021-05-24,0.0
90,70cf38eb21b8ac7625b015d45bd694bf,2021-05-31,0.0
97,70cf38eb21b8ac7625b015d45bd694bf,2021-06-07,0.0
6,8af9ef3a36cbe94ffbcbbb12529890d9,2021-03-08,156.467013888888
13,8af9ef3a36cbe94ffbcbbb12529890d9,2021-03-15,0.0
20,8af9ef3a36cbe94ffbcbbb12529890d9,2021-03-22,0.0
27,8af9ef3a36cbe94ffbcbbb12529890d9,2021-03-29,0.0
34,8af9ef3a36cbe94ffbcbbb12529890d9,2021-04-05,0.0
41,8af9ef3a36cbe94ffbcbbb12529890d9,2021-04-12,0.0
48,8af9ef3a36cbe94ffbcbbb12529890d9,2021-04-19,0.0
55,8af9ef3a36cbe94ffbcbbb12529890d9,2021-04-26,2427.776150173607
62,8af9ef3a36cbe94ffbcbbb12529890d9,2021-05-03,0.0
69,8af9ef3a36cbe94ffbcbbb12529890d9,2021-05-10,0.0
76,8af9ef3a36cbe94ffbcbbb12529890d9,2021-05-17,0.0
83,8af9ef3a36cbe94ffbcbbb12529890d9,2021-05-24,0.0
90,8af9ef3a36cbe94ffbcbbb12529890d9,2021-05-31,0.0
97,8af9ef3a36cbe94ffbcbbb12529890d9,2021-06-07,0.0
6,d61f33056582c7b25568b7c6d2077bb4,2021-03-08,177.3333333333312
13,d61f33056582c7b25568b7c6d2077bb4,2021-03-15,28.000000000003183
20,d61f33056582c7b25568b7c6d2077bb4,2021-03-22,75.16666666666276
27,d61f33056582c7b25568b7c6d2077bb4,2021-03-29,32.8333333333336
34,d61f33056582c7b25568b7c6d2077bb4,2021-04-05,0.0
41,d61f33056582c7b25568b7c6d2077bb4,2021-04-12,0.0
48,d61f33056582c7b25568b7c6d2077bb4,2021-04-19,20.50000000000273
55,d61f33056582c7b25568b7c6d2077bb4,2021-04-26,374.5
62,d61f33056582c7b25568b7c6d2077bb4,2021-05-03,490.1666666666631
69,d61f33056582c7b25568b7c6d2077bb4,2021-05-10,35.33333333333553
76,d61f33056582c7b25568b7c6d2077bb4,2021-05-17,481.4999999999968
83,d61f33056582c7b25568b7c6d2077bb4,2021-05-24,0.0
90,d61f33056582c7b25568b7c6d2077bb4,2021-05-31,0.0
97,d61f33056582c7b25568b7c6d2077bb4,2021-06-07,0.0
6,69960ca851424e0a4e178a83949ed80e,2021-03-08,394.52148437499994
13,69960ca851424e0a4e178a83949ed80e,2021-03-15,5.777994791667425
20,69960ca851424e0a4e178a83949ed80e,2021-03-22,0.0
27,69960ca851424e0a4e178a83949ed80e,2021-03-29,0.0
34,69960ca851424e0a4e178a83949ed80e,2021-04-05,0.0
41,69960ca851424e0a4e178a83949ed80e,2021-04-12,0.0
48,69960ca851424e0a4e178a83949ed80e,2021-04-19,0.0
55,69960ca851424e0a4e178a83949ed80e,2021-04-26,0.0
62,69960ca851424e0a4e178a83949ed80e,2021-05-03,0.0
69,69960ca851424e0a4e178a83949ed80e,2021-05-10,0.0
76,69960ca851424e0a4e178a83949ed80e,2021-05-17,0.0
83,69960ca851424e0a4e178a83949ed80e,2021-05-24,0.0
90,69960ca851424e0a4e178a83949ed80e,2021-05-31,0.0
97,69960ca851424e0a4e178a83949ed80e,2021-06-07,0.0
6,eceed76be4ae2d93f73e275417171014,2021-03-08,398.740234375
13,eceed76be4ae2d93f73e275417171014,2021-03-15,0.0
20,eceed76be4ae2d93f73e275417171014,2021-03-22,0.0
27,eceed76be4ae2d93f73e275417171014,2021-03-29,0.0
34,eceed76be4ae2d93f73e275417171014,2021-04-05,275.14214409721853
41,eceed76be4ae2d93f73e275417171014,2021-04-12,874.7455512152753
48,eceed76be4ae2d93f73e275417171014,2021-04-19,53.20203993055566
55,eceed76be4ae2d93f73e275417171014,2021-04-26,2067.5683593749973
62,eceed76be4ae2d93f73e275417171014,2021-05-03,1325.1768663194453
69,eceed76be4ae2d93f73e275417171014,2021-05-10,302.5835503472226
76,eceed76be4ae2d93f73e275417171014,2021-05-17,7913.07779947917
83,eceed76be4ae2d93f73e275417171014,2021-05-24,0.0
90,eceed76be4ae2d93f73e275417171014,2021-05-31,0.0
97,eceed76be4ae2d93f73e275417171014,2021-06-07,0.0
6,ee05eb9e4448a04c0e242c10eae0419c,2021-03-08,54.666666666666856
13,ee05eb9e4448a04c0e242c10eae0419c,2021-03-15,0.0
20,ee05eb9e4448a04c0e242c10eae0419c,2021-03-22,328.0
27,ee05eb9e4448a04c0e242c10eae0419c,2021-03-29,4.333333333333201
34,ee05eb9e4448a04c0e242c10eae0419c,2021-04-05,69.66666666666657
41,ee05eb9e4448a04c0e242c10eae0419c,2021-04-12,4.6666666666667425
48,ee05eb9e4448a04c0e242c10eae0419c,2021-04-19,0.0
55,ee05eb9e4448a04c0e242c10eae0419c,2021-04-26,0.0
62,ee05eb9e4448a04c0e242c10eae0419c,2021-05-03,0.0
69,ee05eb9e4448a04c0e242c10eae0419c,2021-05-10,0.0
76,ee05eb9e4448a04c0e242c10eae0419c,2021-05-17,0.0
83,ee05eb9e4448a04c0e242c10eae0419c,2021-05-24,0.0
90,ee05eb9e4448a04c0e242c10eae0419c,2021-05-31,0.0
97,ee05eb9e4448a04c0e242c10eae0419c,2021-06-07,0.0
6,246e7ea04aed51c857dad7c3cf743f2e,2021-03-08,20.26909722222222
13,246e7ea04aed51c857dad7c3cf743f2e,2021-03-15,302.69097222222246
20,246e7ea04aed51c857dad7c3cf743f2e,2021-03-22,0.0
27,246e7ea04aed51c857dad7c3cf743f2e,2021-03-29,0.0
34,246e7ea04aed51c857dad7c3cf743f2e,2021-04-05,0.0
41,246e7ea04aed51c857dad7c3cf743f2e,2021-04-12,0.0
48,246e7ea04aed51c857dad7c3cf743f2e,2021-04-19,0.0
55,246e7ea04aed51c857dad7c3cf743f2e,2021-04-26,0.0
62,246e7ea04aed51c857dad7c3cf743f2e,2021-05-03,0.0
